State_Name,District,Sub_District,Financial_Year,Month,Indicator_Code,Indicator_Name,Code,Section,Public,Private,Rural,Urban
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",M1 ,Ante Natal Care (ANC),22,0,22,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.1,Number of PW given TT1/ Td1,M1 ,Ante Natal Care (ANC),24,0,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.2,Number of PW given TT2 / Td2,M1 ,Ante Natal Care (ANC),24,0,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.3,Number of PW given TT Booster/ Td Booster,M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.4,Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,M1 ,Ante Natal Care (ANC),24,0,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.5,Number of PW provided full Course 360 Calcium tablets,M1 ,Ante Natal Care (ANC),21,0,21,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,M1 ,Ante Natal Care (ANC),25,0,25,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.7,Number of PW received 4 or more ANC check ups,M1 ,Ante Natal Care (ANC),18,0,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,M1 ,Ante Natal Care (ANC),1,0,1,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.3.1,New cases of PW with hypertension detected,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.3.2,Number of Eclampsia cases managed during delivery,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),18,0,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),18,0,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),7,0,7,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.4.4,Number of PW having severe anaemia (Hb < 7) treated,M1 ,Ante Natal Care (ANC),7,0,7,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.5.1,Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.5.2,Number of PW tested positive for GDM,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.5.3,Number of PW given insulin out of total tested positive for GDM,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.1.a,Number of PW tested using POC test for Syphilis,M1 ,Ante Natal Care (ANC),13,0,13,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.1.b,"Out of above,number of PW found sero positive for Syphilis",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.2.a,Number of pregnant women tested for Syphilis,M1 ,Ante Natal Care (ANC),55,0,55,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.2.c,Number of syphilis positive pregnanat women treated for Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.2.d,Number of babies daignosed with Congenital Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,1.6.2.e,Number of babies treated for Congenital Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.1.2,Number of PW given Tablet Misoprostol during home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.2,Number of Institutional Deliveries conducted (Including C-Sections),M2 ,Deliveries,34,2,36,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,M2 ,Deliveries,20,0,20,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,M2 ,Deliveries,18,0,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,3.1,Total C -Section deliveries performed,M3 ,Number of Caesarean (C-Section) deliveries,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,3.1.1,"C-sections, performed at night (8 PM- 8 AM)",M3 ,Number of Caesarean (C-Section) deliveries,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.1.1.a,Live Birth - Male,M4 ,Pregnancy outcome & details of new-born,17,1,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.1.1.b,Live Birth - Female,M4 ,Pregnancy outcome & details of new-born,17,1,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.1.2,Number of Pre term newborns (< 37 weeks of pregnancy),M4 ,Pregnancy outcome & details of new-born,1,0,1,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.1.3,Still Birth,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.2,Abortion (spontaneous),M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.3.1.a,MTP up to 12 weeks of pregnancy,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.3.1.b,MTP more than 12 weeks of pregnancy,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.3.2.a,Post Abortion/ MTP Complications Identified,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.3.2.b,Post Abortion/ MTP Complications Treated,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.3.3,Number of women provided with post abortion/ MTP contraception,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.4.1,Number of newborns weighed at birth,M4 ,Pregnancy outcome & details of new-born,34,2,36,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.4.2,Number of newborns having weight less than 2.5 kg,M4 ,Pregnancy outcome & details of new-born,4,0,4,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,4.4.3,Number of Newborns breast fed within 1 hour of birth ,M4 ,Pregnancy outcome & details of new-born,33,2,35,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",M5 ,Complicated Pregnancies,2,0,2,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,5.2,Number of Complicated pregnancies treated with Blood Transfusion,M5 ,Complicated Pregnancies,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,6.1,Women receiving 1st post partum checkups within 48 hours of home delivery,M6 ,Post Natal Care (PNC),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,M6 ,Post Natal Care (PNC),14,0,14,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,M6 ,Post Natal Care (PNC),15,0,15,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,6.4,Number of mothers provided full course of 360 Calcium tablets after delivery,M6 ,Post Natal Care (PNC),15,0,15,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,7.1.1,New RTI/STI cases identified - Male,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,7.1.2,New RTI/STI cases identified - Female,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,3,0,3,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,7.2.1,RTI/STI for which treatment initiated - Male,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,7.2.2,RTI/STI for which treatment initiated -Female,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,3,0,3,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),M8 ,Family Planning,1,0,1,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,M8 ,Family Planning,24,0,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.6,Number of IUCD Removals,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.7,Number of complications following IUCD Insertion,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.8,Injectable Contraceptive-Antara Program- First Dose,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.9,Injectable Contraceptive-Antara Program- Second Dose,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.1,Injectable Contraceptive-Antara Program- Third Dose,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.12,Number of Combined Oral Pill cycles distributed,M8 ,Family Planning,47,0,47,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.13,Number of Condom pieces distributed,M8 ,Family Planning,642,0,642,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.14,Number of Centchroman (weekly) pill strips distributed,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.15,Number of Emergency Contraceptive Pills (ECP) given,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.16,Number of Pregnancy Test Kits (PTK) used,M8 ,Family Planning,34,0,34,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.17.1,Complications following male sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.17.2,Complications following female sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.17.3,Failures following male sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.17.4,Failures following female sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.17.5,Deaths following male sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,8.17.6,Deaths following female sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.1,Child immunisation - Vitamin K (Birth Dose),M9 ,CHILD IMMUNISATION,34,0,34,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.2,Child immunisation - BCG,M9 ,CHILD IMMUNISATION,33,3,36,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.3,Child immunisation - DPT1,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.4,Child immunisation - DPT2,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.5,Child immunisation - DPT3,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.6,Child immunisation - Pentavalent 1,M9 ,CHILD IMMUNISATION,16,2,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.7,Child immunisation - Pentavalent 2,M9 ,CHILD IMMUNISATION,20,4,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.8,Child immunisation - Pentavalent 3,M9 ,CHILD IMMUNISATION,18,5,23,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.9,Child immunisation - OPV 0 (Birth Dose),M9 ,CHILD IMMUNISATION,34,2,36,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.10,Child immunisation - OPV1,M9 ,CHILD IMMUNISATION,16,2,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.11,Child immunisation - OPV2,M9 ,CHILD IMMUNISATION,20,4,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.12,Child immunisation - OPV3,M9 ,CHILD IMMUNISATION,18,5,23,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),M9 ,CHILD IMMUNISATION,33,2,35,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.14,Child immunisation - Hepatitis-B1,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.15,Child immunisation - Hepatitis-B2,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.16,Child immunisation - Hepatitis-B3,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.17,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),M9 ,CHILD IMMUNISATION,16,2,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.18,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),M9 ,CHILD IMMUNISATION,18,5,23,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.19,Child immunisation - Rotavirus 1,M9 ,CHILD IMMUNISATION,16,2,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.20,Child immunisation - Rotavirus 2,M9 ,CHILD IMMUNISATION,20,4,24,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.21,Child immunisation - Rotavirus 3,M9 ,CHILD IMMUNISATION,18,5,23,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.22,Child Immunisation- PCV 1,M9 ,CHILD IMMUNISATION,16,2,18,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.23,Child Immunisation- PCV 2,M9 ,CHILD IMMUNISATION,18,5,23,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1.24,Child Immunisation- PCV Booster,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,M9 ,CHILD IMMUNISATION,14,5,19,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.2.2,Child immunisation (9-11months) - Measles 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.2.3,Child immunisation (9-11months) - JE 1st dose,M9 ,CHILD IMMUNISATION,14,5,19,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,M9 ,CHILD IMMUNISATION,11,1,12,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,M9 ,CHILD IMMUNISATION,3,4,7,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.3.1,Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.3.2,Child immunisation (after 12 months) - Measles-1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.3.3,Child immunisation (after 12 months) - JE 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),M9 ,CHILD IMMUNISATION,23,6,29,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.4.3,Child immunisation - DPT 1st Booster,M9 ,CHILD IMMUNISATION,23,6,29,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.4.4,Child immunisation - OPV Booster,M9 ,CHILD IMMUNISATION,23,6,29,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,M9 ,CHILD IMMUNISATION,23,6,29,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.5.1,Child immunisation - Typhoid,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.5.2,Children more than 5 years received DPT5 (2nd Booster),M9 ,CHILD IMMUNISATION,42,0,42,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.5.3,Children more than 10 years received TT10/ Td10,M9 ,CHILD IMMUNISATION,23,0,23,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.5.4,Children more than 16 years received TT16/ Td16,M9 ,CHILD IMMUNISATION,5,0,5,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.6.1,Number of cases of AEFI - Abscess,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.6.2,Number of cases of AEFI - Death,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.6.3,Number of cases of AEFI - Others,M9 ,CHILD IMMUNISATION,7,0,7,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.7.1,Immunisation sessions planned,M9 ,CHILD IMMUNISATION,14,0,14,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.7.2,Immunisation sessions held,M9 ,CHILD IMMUNISATION,14,0,14,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.7.3,Number of Immunisation sessions where ASHAs were present,M9 ,CHILD IMMUNISATION,14,0,14,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.8.1,Child immunisation - Vitamin A Dose - 1,M9 ,CHILD IMMUNISATION,14,5,19,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.8.2,Child immunisation - Vitamin A Dose - 5,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.8.3,Child immunisation - Vitamin A Dose - 9,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),M9 ,CHILD IMMUNISATION,650,0,650,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.1,Number of children (12-59 months) provided Albendazole,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,9.11,Number of severely underweight children provided Health Checkup (0-5 years),M9 ,CHILD IMMUNISATION,2,0,2,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.1,Childhood Diseases - Pneumonia,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.2,Childhood Diseases - Asthma,M10 ,Number of cases of Childhood Diseases (0-5 years),1,0,1,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.3,Childhood Diseases - Sepsis,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.4,Childhood Diseases - Diphtheria,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.5,Childhood Diseases - Pertussis,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.6,Childhood Diseases - Tetanus Neonatorum,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.7,Childhood Diseases - Tuberculosis (TB),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Damonjodi,2021-2022,January  ,10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
